-1 73091
stream uID   dID     length      uB     uBT    dB    dBT
10773 14322	14232	314.852	31431	2	-1	-1
10774 14385	14322	326.792	-1	-1	31431	2
10775 13764	13806	364.193	11765	1	-1	-1
10776 13767	13764	113.909	-1	-1	11765	1
10777 13757	13767	93.485	11781	1	-1	-1
10778 13743	13757	56.024	-1	-1	11781	1
10779 13742	13743	23.518	-1	-1	-1	-1
10780 13594	13743	525.623	-1	-1	-1	-1
10781 13861	13767	1109.663	-1	-1	-1	-1
10782 13936	13861	334.178	-1	-1	-1	-1
10783 13929	13936	61.303	-1	-1	-1	-1
10784 13956	13936	111.794	-1	-1	-1	-1
10785 13786	13861	766.04	11810	1	-1	-1
10786 13802	13786	297.598	11803	1	11810	1
10787 13822	13802	122.687	-1	-1	11803	1
10788 13992	13822	835.74	-1	-1	-1	-1
10789 13829	13822	142.049	-1	-1	-1	-1
10790 14174	13829	1254.424	-1	-1	-1	-1
10791 13978	13829	1452.482	11829	1	-1	-1
10792 14167	13978	753.404	-1	-1	11829	1
10793 14201	14167	226.523	11830	1	-1	-1
10794 14286	14201	390.064	-1	-1	11830	1
10795 14387	14167	938.147	-1	-1	-1	-1
10796 13164	13156	90.225	-1	-1	-1	-1
10797 13196	13155	678.536	-1	-1	-1	-1
10798 13166	13196	213.813	11793	1	-1	-1
10799 13116	13166	1060.522	11768	1	11793	1
10800 13126	13116	28.749	-1	-1	11768	1
10801 13469	13126	1476.279	-1	-1	-1	-1
10802 13115	13126	49.919	11823	1	-1	-1
10803 13112	13115	233.49	31771	2	11823	1
10804 13111	13112	369.963	-1	-1	31771	2
10805 13294	13196	537.096	-1	-1	-1	-1
10806 12305	12261	206.112	-1	-1	-1	-1
10807 12332	12223	1231.786	-1	-1	-1	-1
10808 12348	12332	102.288	-1	-1	-1	-1
10809 12380	12348	179.709	-1	-1	-1	-1
10810 12364	12348	277.462	-1	-1	-1	-1
10811 12325	12332	98.416	-1	-1	-1	-1
10812 12132	12155	159.835	-1	-1	-1	-1
10813 11676	11604	850.515	-1	-1	-1	-1
10814 11543	11403	1119.561	22985	1	-1	-1
10815 11552	11543	41.505	-1	-1	22985	1
10816 11269	11278	395.893	-1	-1	-1	-1
10817 11222	11269	875.207	-1	-1	-1	-1
10818 11310	11222	464.632	22965	1	-1	-1
10819 11702	11310	2388.278	-1	-1	22965	1
10820 11168	11222	421.836	-1	-1	-1	-1
10821 11174	11168	423.354	-1	-1	-1	-1
10822 11165	11174	834.622	-1	-1	-1	-1
10823 11159	11174	309.486	-1	-1	-1	-1
10824 10957	11168	1148.91	-1	-1	-1	-1
10825 10965	10957	209.717	-1	-1	-1	-1
10826 11339	10965	2683.781	-1	-1	-1	-1
10827 11577	11339	2076.929	-1	-1	-1	-1
10828 11709	11577	1214.354	12224	1	-1	-1
10829 11771	11709	786.925	-1	-1	12224	1
10830 11893	11771	1888.698	-1	-1	-1	-1
10831 11965	11893	375.739	12217	1	-1	-1
10832 11955	11965	124.13	500	1	12217	1
10833 11978	11955	97.328	12253	1	500	1
10834 11918	11978	1476.337	12212	1	12253	1
10835 11949	11918	100.865	-1	-1	12212	1
10836 11887	11893	129.677	-1	-1	-1	-1
10837 12019	11887	822.027	12254	1	-1	-1
10838 12024	12019	381.534	-1	-1	12254	1
10839 12013	11887	600.959	-1	-1	-1	-1
10840 12041	12013	709.774	12216	1	-1	-1
10841 12061	12041	260.521	1659	1	12216	1
10842 12057	12061	191.971	12252	1	1659	1
10843 12093	12057	231.669	12251	1	12252	1
10844 12122	12093	164.609	12268	1	12251	1
10845 12141	12122	138.357	12269	1	12268	1
10846 12148	12141	27.082	12270	1	12269	1
10847 12158	12148	171.222	12260	1	12270	1
10848 12160	12158	473.757	-1	-1	12260	1
10849 12202	12160	561.739	-1	-1	-1	-1
10850 12146	12160	836.917	-1	-1	-1	-1
10851 12090	12013	776.056	-1	-1	-1	-1
10852 12144	12090	558.02	12215	1	-1	-1
10853 12195	12144	399.899	12271	1	12215	1
10854 12213	12195	104.065	12263	1	12271	1
10855 12267	12213	317.487	-1	-1	12263	1
10856 12129	12090	581.373	-1	-1	-1	-1
10857 12222	12129	491.269	12265	1	-1	-1
10858 12231	12222	409.944	-1	-1	12265	1
10859 12120	12129	276.349	-1	-1	-1	-1
10860 12116	12120	244.014	12255	1	-1	-1
10861 12115	12116	86.871	-1	-1	12255	1
10862 12117	12115	1313.514	-1	-1	-1	-1
10863 12206	12115	1367.377	12239	1	-1	-1
10864 12244	12206	951.723	12225	1	12239	1
10865 12371	12244	672.315	-1	-1	12225	1
10866 12230	12120	1080.58	12266	1	-1	-1
10867 12251	12230	80.808	-1	-1	12266	1
10868 12268	12251	254.376	12218	1	-1	-1
10869 12286	12268	197.217	-1	-1	12218	1
10870 12377	12286	602.193	-1	-1	-1	-1
10871 12291	12286	725.162	-1	-1	-1	-1
10872 12375	12251	1915.536	-1	-1	-1	-1
10873 12385	12375	896.513	12237	1	-1	-1
10874 12393	12385	289.746	-1	-1	12237	1
10875 12462	12375	590.188	-1	-1	-1	-1
10876 12495	12462	120.263	-1	-1	-1	-1
10877 12672	12495	1519.07	-1	-1	-1	-1
10878 12764	12672	1427.894	-1	-1	-1	-1
10879 12811	12764	706.654	4004	1	-1	-1
10880 12916	12811	764.652	-1	-1	4004	1
10881 12903	12916	900.939	-1	-1	-1	-1
10882 12960	12916	154.645	-1	-1	-1	-1
10883 12968	12960	306.844	4045	1	-1	-1
10884 12976	12968	327.274	-1	-1	4045	1
10885 13090	12960	907.617	2195	1	-1	-1
10886 13100	13090	53.03	4072	1	2195	1
10887 13105	13100	12.112	-1	-1	4072	1
10888 13173	13105	653.37	1142	1	-1	-1
10889 13257	13173	803.012	-1	-1	1142	1
10890 13400	13257	913.689	4079	1	-1	-1
10891 13404	13400	5.357	4089	1	4079	1
10892 13436	13404	173.014	-1	-1	4089	1
10893 13435	13436	63.484	-1	-1	-1	-1
10894 13458	13435	120.677	-1	-1	-1	-1
10895 13422	13435	72.935	-1	-1	-1	-1
10896 13428	13422	525.158	-1	-1	-1	-1
10897 13514	13428	525.036	-1	-1	-1	-1
10898 13277	13428	1074.103	-1	-1	-1	-1
10899 13283	13277	261.461	4071	1	-1	-1
10900 13357	13283	627.384	-1	-1	4071	1
10901 13379	13357	305.193	-1	-1	-1	-1
10902 13862	13379	2975.747	-1	-1	-1	-1
10903 13867	13862	731.438	-1	-1	-1	-1
10904 14063	13867	1055.677	-1	-1	-1	-1
10905 13922	13867	809.52	-1	-1	-1	-1
10906 14043	13862	924.863	-1	-1	-1	-1
10907 13414	13379	380.508	-1	-1	-1	-1
10908 13244	13414	1283.799	4063	1	-1	-1
10909 13229	13244	97.449	-1	-1	4063	1
10910 13205	13229	701.793	4087	1	-1	-1
10911 13230	13205	599.401	4024	1	4087	1
10912 13234	13230	27.053	-1	-1	4024	1
10913 13260	13234	166.505	4069	1	-1	-1
10914 13350	13260	814.734	-1	-1	4069	1
10915 13420	13350	1002.247	3996	1	-1	-1
10916 13467	13420	278.027	3995	1	3996	1
10917 13493	13467	481.042	22848	1	3995	1
10918 13557	13493	249.01	-1	-1	22848	1
10919 13552	13557	145.647	-1	-1	-1	-1
10920 13797	13552	1490	-1	-1	-1	-1
10921 13483	13552	479.323	-1	-1	-1	-1
10922 13616	13557	278.502	30850	2	-1	-1
10923 13840	13616	1158.944	-1	-1	30850	2
10924 13994	13840	1159.684	-1	-1	-1	-1
10925 14010	13994	150.515	-1	-1	-1	-1
10926 14100	14010	872.831	-1	-1	-1	-1
10927 13998	14010	574.513	-1	-1	-1	-1
10928 14038	13994	143.148	22839	1	-1	-1
10929 14205	14038	1176.112	-1	-1	22839	1
10930 13940	13840	380.085	22840	1	-1	-1
10931 14384	13940	2167.246	-1	-1	22840	1
10932 13276	13350	644.571	4068	1	-1	-1
10933 13270	13276	43.344	-1	-1	4068	1
10934 13267	13234	898.825	-1	-1	-1	-1
10935 13152	13229	493.219	-1	-1	-1	-1
10936 13123	13152	419.517	27	1	-1	-1
10937 13094	13123	421.403	-1	-1	27	1
10938 13150	13094	572.767	2223	1	-1	-1
10939 13151	13150	1.72	1131	1	2223	1
10940 13163	13151	87.07	4023	1	1131	1
10941 13198	13163	1080.722	-1	-1	4023	1
10942 13058	13094	402.431	4057	1	-1	-1
10943 13081	13058	292.806	4000	1	4057	1
10944 13086	13081	299.291	1098	1	4000	1
10945 13084	13086	168.237	-1	-1	1098	1
10946 13176	13152	239.559	-1	-1	-1	-1
10947 13622	13414	2406.71	-1	-1	-1	-1
10948 13565	13622	851.25	-1	-1	-1	-1
10949 13666	13565	954.068	22841	1	-1	-1
10950 13652	13666	356.589	-1	-1	22841	1
10951 13618	13652	496.651	22846	1	-1	-1
10952 13637	13618	117.742	-1	-1	22846	1
10953 13714	13652	400.46	22847	1	-1	-1
10954 13800	13714	469.429	22843	1	22847	1
10955 13908	13800	447.596	-1	-1	22843	1
10956 13976	13908	614.797	-1	-1	-1	-1
10957 14066	13908	831.502	-1	-1	-1	-1
10958 14081	14066	206.117	22837	1	-1	-1
10959 14129	14081	827.202	-1	-1	22837	1
10960 14162	14066	413.632	-1	-1	-1	-1
10961 14225	14162	414.735	-1	-1	-1	-1
10962 14226	14225	14.164	22836	1	-1	-1
10963 14311	14226	376.001	-1	-1	22836	1
10964 14343	14311	830.504	-1	-1	-1	-1
10965 14469	14311	1360.399	-1	-1	-1	-1
10966 14331	14225	460.687	-1	-1	-1	-1
10967 14532	14331	733.381	22845	1	-1	-1
10968 14546	14532	50.062	-1	-1	22845	1
10969 14556	14546	107.935	-1	-1	-1	-1
10970 14651	14556	497.644	-1	-1	-1	-1
10971 14692	14651	1268.239	22850	1	-1	-1
10972 14776	14692	719.54	-1	-1	22850	1
10973 14928	14651	1748.833	-1	-1	-1	-1
10974 14585	14556	707.608	22853	1	-1	-1
10975 14574	14585	96.682	-1	-1	22853	1
10976 14558	14546	47.089	-1	-1	-1	-1
10977 14588	14558	162.917	22860	1	-1	-1
10978 14589	14588	9.56	30710	2	22860	1
10979 14586	14589	108.263	-1	-1	30710	2
10980 14555	14558	33.73	22861	1	-1	-1
10981 14614	14555	1325.745	-1	-1	22861	1
10982 14497	14331	635.43	22827	1	-1	-1
10983 14521	14497	88.297	-1	-1	22827	1
10984 14414	14162	1194.939	-1	-1	-1	-1
10985 13560	13565	691.23	22842	1	-1	-1
10986 13543	13560	90.06	-1	-1	22842	1
10987 13736	13622	1132.649	-1	-1	-1	-1
10988 13792	13357	1978.265	31701	2	-1	-1
10989 13946	13792	752.467	20130	1	31701	2
10990 14076	13946	708.985	-1	-1	20130	1
10991 14139	14076	355.502	-1	-1	-1	-1
10992 14151	14139	205.757	20131	1	-1	-1
10993 14115	14151	1441.206	-1	-1	20131	1
10994 14310	14139	741.396	20129	1	-1	-1
10995 14346	14310	324.893	-1	-1	20129	1
10996 14342	14346	161.933	20140	1	-1	-1
10997 14278	14342	1848.991	-1	-1	20140	1
10998 14403	14346	269.43	-1	-1	-1	-1
10999 14498	14403	1824.953	-1	-1	-1	-1
11000 14545	14498	291.034	20097	1	-1	-1
11001 14615	14545	1042.391	-1	-1	20097	1
11002 14488	14498	295.056	20117	1	-1	-1
11003 14504	14488	383.938	20095	1	20117	1
11004 14501	14504	125.581	20119	1	20095	1
11005 14495	14501	559.736	20118	1	20119	1
11006 14487	14495	64.324	-1	-1	20118	1
11007 14548	14403	751.864	20134	1	-1	-1
11008 14630	14548	591.298	-1	-1	20134	1
11009 14228	14076	547.2	31758	2	-1	-1
11010 14290	14228	201.372	-1	-1	31758	2
11011 14318	14290	132.392	20127	1	-1	-1
11012 14510	14318	760.058	29950	2	20127	1
11013 14623	14510	595.734	-1	-1	29950	2
11014 14713	14623	453.918	20138	1	-1	-1
11015 14777	14713	298.468	20139	1	20138	1
11016 14927	14777	784.722	-1	-1	20139	1
11017 15023	14927	856.476	-1	-1	-1	-1
11018 15069	14927	762.585	-1	-1	-1	-1
11019 15065	15069	493.403	-1	-1	-1	-1
11020 15188	15065	825.009	-1	-1	-1	-1
11021 15079	15065	521.509	20116	1	-1	-1
11022 15063	15079	135.666	-1	-1	20116	1
11023 15288	15069	1198.269	-1	-1	-1	-1
11024 14700	14623	1364.618	-1	-1	-1	-1
11025 14761	14700	372.115	20102	1	-1	-1
11026 14786	14761	125.452	-1	-1	20102	1
11027 14818	14786	524.815	-1	-1	-1	-1
11028 14921	14818	866.338	20123	1	-1	-1
11029 14948	14921	182.73	-1	-1	20123	1
11030 14980	14948	657.511	-1	-1	-1	-1
11031 15032	14980	290.909	20096	1	-1	-1
11032 15062	15032	112.437	-1	-1	20096	1
11033 15019	15062	1189.919	-1	-1	-1	-1
11034 15098	15062	1434.142	-1	-1	-1	-1
11035 14952	14980	1131.203	-1	-1	-1	-1
11036 14805	14818	117.928	20125	1	-1	-1
11037 14789	14805	554.299	-1	-1	20125	1
11038 14884	14789	834.458	-1	-1	-1	-1
11039 14850	14789	931.145	-1	-1	-1	-1
11040 14999	14786	1135.502	-1	-1	-1	-1
11041 14958	14999	1099.693	20124	1	-1	-1
11042 14948	14958	71.651	-1	-1	20124	1
11043 15029	14999	176.136	-1	-1	-1	-1
11044 15161	15029	873.641	20100	1	-1	-1
11045 15142	15161	543.289	-1	-1	20100	1
11046 15122	15029	558.118	-1	-1	-1	-1
11047 15172	15122	277.871	-1	-1	-1	-1
11048 15129	15122	195.782	-1	-1	-1	-1
11049 14706	14700	317.28	20137	1	-1	-1
11050 14689	14706	1871.511	-1	-1	20137	1
11051 14328	14290	244.837	20128	1	-1	-1
11052 14457	14328	682.254	20115	1	20128	1
11053 14464	14457	28.017	29951	2	20115	1
11054 14470	14464	37.273	-1	-1	29951	2
11055 14554	14470	287.997	-1	-1	-1	-1
11056 14663	14554	793.402	-1	-1	-1	-1
11057 14753	14554	950.428	20105	1	-1	-1
11058 14900	14753	626.044	-1	-1	20105	1
11059 14519	14470	967.618	-1	-1	-1	-1
11060 13232	13277	316.299	4070	1	-1	-1
11061 13188	13232	382.764	4029	1	4070	1
11062 13119	13188	585.15	1115	1	4029	1
11063 13118	13119	3.31	2207	1	1115	1
11064 13108	13118	258.994	-1	-1	2207	1
11065 13381	13422	138.209	-1	-1	-1	-1
11066 13448	13436	69.076	4049	1	-1	-1
11067 13464	13448	67.896	4048	1	4049	1
11068 13471	13464	30.693	4047	1	4048	1
11069 13528	13471	242.285	4003	1	4047	1
11070 13664	13528	606.014	-1	-1	4003	1
11071 13682	13664	57.501	4058	1	-1	-1
11072 13715	13682	100.136	-1	-1	4058	1
11073 13720	13715	334.249	-1	-1	-1	-1
11074 13727	13715	56.699	20126	1	-1	-1
11075 13886	13727	1014.843	-1	-1	20126	1
11076 13669	13664	164.997	-1	-1	-1	-1
11077 13340	13257	421.279	-1	-1	-1	-1
11078 13221	13105	782.481	-1	-1	-1	-1
11079 13238	13221	69.07	1903	1	-1	-1
11080 13262	13238	127.093	4041	1	1903	1
11081 13316	13262	270.769	-1	-1	4041	1
11082 13178	13221	526.87	1145	1	-1	-1
11083 13233	13178	1688.801	-1	-1	1145	1
11084 13313	13233	374.176	-1	-1	-1	-1
11085 13323	13313	212.515	2304	1	-1	-1
11086 13369	13323	228.041	2320	1	2304	1
11087 13358	13369	268.088	-1	-1	2320	1
11088 13438	13358	285.197	4037	1	-1	-1
11089 13460	13438	124.321	4051	1	4037	1
11090 13617	13460	849.672	4080	1	4051	1
11091 13609	13617	199.716	-1	-1	4080	1
11092 13319	13358	529.177	4035	1	-1	-1
11093 13366	13319	218.586	4073	1	4035	1
11094 13373	13366	52.04	4050	1	4073	1
11095 13377	13373	5.084	4056	1	4050	1
11096 13401	13377	186.171	4046	1	4056	1
11097 13405	13401	19.611	30765	2	4046	1
11098 13413	13405	161.601	-1	-1	30765	2
11099 13388	13313	256.623	1239	1	-1	-1
11100 13427	13388	135.082	2351	1	1239	1
11101 13432	13427	23.249	-1	-1	2351	1
11102 13251	13233	289.139	-1	-1	-1	-1
11103 13299	13251	292.373	4025	1	-1	-1
11104 13439	13299	769.908	-1	-1	4025	1
11105 13348	13439	673.414	4086	1	-1	-1
11106 13344	13348	835.189	4019	1	4086	1
11107 13421	13344	392.092	-1	-1	4019	1
11108 13443	13421	350.715	-1	-1	-1	-1
11109 13484	13443	290.141	-1	-1	-1	-1
11110 13417	13443	375.502	-1	-1	-1	-1
11111 13327	13421	504.314	-1	-1	-1	-1
11112 13298	13327	195.752	-1	-1	-1	-1
11113 13282	13327	188.911	4016	1	-1	-1
11114 13255	13282	172.489	4034	1	4016	1
11115 13225	13255	386.618	4017	1	4034	1
11116 13290	13225	905.493	-1	-1	4017	1
11117 13577	13439	885.131	-1	-1	-1	-1
11118 13584	13577	28.023	2419	1	-1	-1
11119 13589	13584	20.551	2421	1	2419	1
11120 13598	13577	111.271	-1	-1	-1	-1
11121 13981	13598	2123.146	5520	1	-1	-1
11122 13997	13981	50.525	2437	1	5520	1
11123 13999	13997	10.42	1466	1	2437	1
11124 14019	13999	106.969	5588	1	1466	1
11125 14048	14019	200.863	-1	-1	5588	1
11126 14092	14048	812.722	31168	2	-1	-1
11127 14082	14092	124.072	5559	1	31168	2
11128 14035	14082	450.476	-1	-1	5559	1
11129 14049	14035	74.316	5447	1	-1	-1
11130 14085	14049	239.55	30211	2	5447	1
11131 14111	14085	113.527	30849	2	30211	2
11132 14114	14111	15.501	30212	2	30849	2
11133 14140	14114	201.319	-1	-1	30212	2
11134 14032	14035	91.006	-1	-1	-1	-1
11135 13986	14032	242.377	5493	1	-1	-1
11136 14039	13986	477.51	-1	-1	5493	1
11137 14253	14039	1201.788	-1	-1	-1	-1
11138 13934	14039	762.265	-1	-1	-1	-1
11139 13943	13934	146.342	-1	-1	-1	-1
11140 14087	13943	933.053	-1	-1	-1	-1
11141 14084	14087	124.533	-1	-1	-1	-1
11142 14178	14084	591.245	-1	-1	-1	-1
11143 14084	14087	140.221	-1	-1	-1	-1
11144 13941	13943	23.748	-1	-1	-1	-1
11145 13918	13934	104.531	-1	-1	-1	-1
11146 13907	13918	27.439	-1	-1	-1	-1
11147 13888	13918	114.035	-1	-1	-1	-1
11148 13849	13888	134.377	-1	-1	-1	-1
11149 13903	13888	308.39	-1	-1	-1	-1
11150 14016	14032	43.831	5568	1	-1	-1
11151 13890	14016	505.135	5479	1	5568	1
11152 13791	13890	437.643	4053	1	5479	1
11153 13752	13791	443.222	-1	-1	4053	1
11154 14124	14048	280.378	5536	1	-1	-1
11155 14164	14124	182.044	5498	1	5536	1
11156 14192	14164	177.044	-1	-1	5498	1
11157 13581	13598	1294.666	4018	1	-1	-1
11158 13952	13581	2177.825	-1	-1	4018	1
11159 14027	13952	347.82	5478	1	-1	-1
11160 14055	14027	169.595	-1	-1	5478	1
11161 14329	14055	1062.104	-1	-1	-1	-1
11162 14389	14329	599.036	1591	1	-1	-1
11163 14390	14389	4.868	5470	1	1591	1
11164 14373	14390	171.786	1220	1	5470	1
11165 14383	14373	103.815	5465	1	1220	1
11166 14377	14383	751.821	5531	1	5465	1
11167 14379	14377	242.963	5560	1	5531	1
11168 14436	14379	353.098	5524	1	5560	1
11169 14446	14436	132.128	5523	1	5524	1
11170 14491	14446	273.916	-1	-1	5523	1
11171 14535	14491	234.894	5526	1	-1	-1
11172 14611	14535	647.546	5525	1	5526	1
11173 14621	14611	102.26	5512	1	5525	1
11174 14634	14621	58.591	30343	2	5512	1
11175 14639	14634	29.766	-1	-1	30343	2
11176 14647	14639	113.139	30342	2	-1	-1
11177 14617	14647	866.736	-1	-1	30342	2
11178 14646	14639	33.05	5537	1	-1	-1
11179 14661	14646	68.601	30344	2	5537	1
11180 14722	14661	301.194	-1	-1	30344	2
11181 14820	14722	365.34	-1	-1	-1	-1
11182 14839	14820	79.235	5586	1	-1	-1
11183 14846	14839	101.293	-1	-1	5586	1
11184 14841	14820	82.21	5587	1	-1	-1
11185 14953	14841	1000.001	-1	-1	5587	1
11186 14739	14722	226.012	-1	-1	-1	-1
11187 14434	14491	1365.432	-1	-1	-1	-1
11188 14539	14329	746.286	5471	1	-1	-1
11189 14551	14539	53.217	5569	1	5471	1
11190 14601	14551	259.274	594	1	5569	1
11191 14640	14601	219.37	2431	1	594	1
11192 14718	14640	399.142	5448	1	2431	1
11193 14744	14718	123.335	-1	-1	5448	1
11194 14775	14744	567.251	-1	-1	-1	-1
11195 14757	14775	896.158	-1	-1	-1	-1
11196 14906	14775	1060.662	-1	-1	-1	-1
11197 14752	14744	269.131	5449	1	-1	-1
11198 14771	14752	471.785	1757	1	5449	1
11199 14770	14771	2.571	1756	1	1757	1
11200 14765	14770	282.086	2847	1	1756	1
11201 14763	14765	263.789	-1	-1	2847	1
11202 14726	14763	204.83	5516	1	-1	-1
11203 14685	14726	376.289	-1	-1	5516	1
11204 14816	14763	282.858	2744	1	-1	-1
11205 14821	14816	25.134	5505	1	2744	1
11206 14823	14821	5.346	1776	1	5505	1
11207 14854	14823	249.098	-1	-1	1776	1
11208 14873	14854	75.432	5542	1	-1	-1
11209 15007	14873	829.127	-1	-1	5542	1
11210 14904	14854	532.181	5543	1	-1	-1
11211 15014	14904	692.058	5561	1	5543	1
11212 15022	15014	24.113	-1	-1	5561	1
11213 14069	14055	232.146	5541	1	-1	-1
11214 14072	14069	104.645	-1	-1	5541	1
11215 13958	13952	170.844	5511	1	-1	-1
11216 13959	13958	21.96	-1	-1	5511	1
11217 13248	13251	37.805	-1	-1	-1	-1
11218 12697	12764	243.829	4007	1	-1	-1
11219 12669	12697	148.064	4052	1	4007	1
11220 12637	12669	196.332	4006	1	4052	1
11221 12628	12637	66.955	4005	1	4006	1
11222 12578	12628	341.083	-1	-1	4005	1
11223 12723	12672	431.653	-1	-1	-1	-1
11224 12816	12723	558.604	4033	1	-1	-1
11225 12943	12816	743.67	4055	1	4033	1
11226 12959	12943	87.313	-1	-1	4055	1
11227 12966	12959	52.151	-1	-1	-1	-1
11228 12967	12966	51.575	4027	1	-1	-1
11229 12992	12967	514.631	-1	-1	4027	1
11230 13089	12992	519.432	4074	1	-1	-1
11231 13114	13089	282.736	-1	-1	4074	1
11232 12951	12992	600.247	4043	1	-1	-1
11233 12930	12951	615.292	-1	-1	4043	1
11234 12942	12930	130.615	-1	-1	-1	-1
11235 12725	12942	1366.669	4020	1	-1	-1
11236 12714	12725	58.259	4085	1	4020	1
11237 12705	12714	68.571	30468	2	4085	1
11238 12692	12705	94.406	-1	-1	30468	2
11239 12739	12692	1435.987	-1	-1	-1	-1
11240 12692	12705	228.207	-1	-1	30468	2
11241 12985	12942	914.059	4021	1	-1	-1
11242 12979	12985	613.149	-1	-1	4021	1
11243 13067	12930	921.422	4036	1	-1	-1
11244 13093	13067	126.242	-1	-1	4036	1
11245 13130	13093	181.598	-1	-1	-1	-1
11246 13117	13093	107.551	-1	-1	-1	-1
11247 12966	12959	128.069	-1	-1	-1	-1
11248 12729	12723	73.593	4010	1	-1	-1
11249 12802	12729	387.427	4022	1	4010	1
11250 12866	12802	804.644	4044	1	4022	1
11251 12721	12866	1331.027	4015	1	4044	1
11252 12663	12721	301.154	-1	-1	4015	1
11253 12522	12495	129.366	4008	1	-1	-1
11254 12527	12522	141.221	4011	1	4008	1
11255 12533	12527	84.876	31911	2	4011	1
11256 12543	12533	210.586	-1	-1	31911	2
11257 12569	12543	96.877	4060	1	-1	-1
11258 12594	12569	131.626	4031	1	4060	1
11259 12646	12594	247.967	4013	1	4031	1
11260 12665	12646	180.777	4014	1	4013	1
11261 12679	12665	110.128	-1	-1	4014	1
11262 12536	12543	74.886	4012	1	-1	-1
11263 12540	12536	124.262	4042	1	4012	1
11264 12606	12540	529.273	-1	-1	4042	1
11265 12466	12462	47.007	4009	1	-1	-1
11266 12444	12466	1659.334	-1	-1	4009	1
11267 11866	11771	912.24	12256	1	-1	-1
11268 11981	11866	621.479	12257	1	12256	1
11269 12012	11981	281.914	-1	-1	12257	1
11270 12379	12012	2389.02	30427	2	-1	-1
11271 12411	12379	162.611	12240	1	30427	2
11272 12436	12411	328.723	30428	2	12240	1
11273 12443	12436	111.197	-1	-1	30428	2
11274 11947	12012	358.135	-1	-1	-1	-1
11275 11974	11947	144.533	-1	-1	-1	-1
11276 11930	11974	238.253	-1	-1	-1	-1
11277 11902	11930	643.201	-1	-1	-1	-1
11278 11878	11902	273.484	12231	1	-1	-1
11279 11879	11878	828.625	-1	-1	12231	1
11280 11950	11902	161.564	12278	1	-1	-1
11281 11968	11950	68.81	12279	1	12278	1
11282 11970	11968	8.524	12234	1	12279	1
11283 12000	11970	863.836	-1	-1	12234	1
11284 12071	11930	946.686	12233	1	-1	-1
11285 12095	12071	263.747	31620	2	12233	1
11286 12087	12095	80.426	-1	-1	31620	2
11287 12193	11974	1528.894	12232	1	-1	-1
11288 12171	12193	807.92	-1	-1	12232	1
11289 11815	11947	1086.8	-1	-1	-1	-1
11290 11470	11577	493.329	-1	-1	-1	-1
11291 11478	11470	134.247	-1	-1	-1	-1
11292 11509	11478	176.084	12243	1	-1	-1
11293 11596	11509	534.89	12223	1	12243	1
11294 11663	11596	396.167	12230	1	12223	1
11295 11668	11663	37.517	12276	1	12230	1
11296 11783	11668	1056.568	-1	-1	12276	1
11297 11466	11478	346.388	-1	-1	-1	-1
11298 11480	11466	265.035	12221	1	-1	-1
11299 11502	11480	605.5	12219	1	12221	1
11300 11658	11502	632.408	12220	1	12219	1
11301 11750	11658	708.742	-1	-1	12220	1
11302 11381	11466	495.103	12222	1	-1	-1
11303 11077	11381	1294.739	-1	-1	12222	1
11304 10886	11470	2588.851	18836	1	-1	-1
11305 10857	10886	147.579	949	1	18836	1
11306 10743	10857	601.477	-1	-1	949	1
11307 10611	10743	989.781	-1	-1	-1	-1
11308 10517	10611	349.602	-1	-1	-1	-1
11309 10602	10517	893.973	-1	-1	-1	-1
11310 10537	10602	287.176	755	1	-1	-1
11311 10507	10537	124.633	18790	1	755	1
11312 10506	10507	5.884	739	1	18790	1
11313 10491	10506	51.508	18886	1	739	1
11314 10450	10491	169.087	18771	1	18886	1
11315 10410	10450	185.809	18770	1	18771	1
11316 10381	10410	110.775	18769	1	18770	1
11317 10371	10381	241.193	-1	-1	18769	1
11318 10995	10602	1673.082	-1	-1	-1	-1
11319 11112	10995	1992.722	12865	1	-1	-1
11320 11187	11112	1691.566	12866	1	12865	1
11321 11202	11187	721.895	-1	-1	12866	1
11322 11330	11202	539.333	12863	1	-1	-1
11323 11265	11330	856.813	-1	-1	12863	1
11324 11142	11202	926.651	12878	1	-1	-1
11325 11105	11142	126.94	12877	1	12878	1
11326 10983	11105	1477.872	-1	-1	12877	1
11327 10840	10983	1064.593	-1	-1	-1	-1
11328 10830	10840	144.823	-1	-1	-1	-1
11329 10804	10830	252.794	-1	-1	-1	-1
11330 10765	10804	269.547	-1	-1	-1	-1
11331 10711	10765	895.702	12876	1	-1	-1
11332 10708	10711	43.357	-1	-1	12876	1
11333 10798	10708	1639.391	12874	1	-1	-1
11334 10761	10798	1581.273	903	1	12874	1
11335 10742	10761	1044.489	891	1	903	1
11336 10738	10742	30.028	12871	1	891	1
11337 10724	10738	40.065	12879	1	12871	1
11338 10701	10724	123.143	12868	1	12879	1
11339 10772	10701	1859.613	12867	1	12868	1
11340 10778	10772	127.111	-1	-1	12867	1
11341 10786	10778	239.697	-1	-1	-1	-1
11342 10768	10786	902.122	-1	-1	-1	-1
11343 10762	10768	376.891	-1	-1	-1	-1
11344 10797	10762	401.981	-1	-1	-1	-1
11345 10826	10797	296.419	-1	-1	-1	-1
11346 10805	10797	2152.587	28290	1	-1	-1
11347 10774	10805	1990.564	-1	-1	28290	1
11348 10810	10774	549.256	28286	1	-1	-1
11349 10819	10810	72.777	28297	1	28286	1
