-1 73091
stream uID   dID     length      uB     uBT    dB    dBT
37243 48115	48125	111.491	15747	1	15748	1
37244 48101	48115	115.833	15746	1	15747	1
37245 48098	48101	98.401	15745	1	15746	1
37246 48134	48098	284.45	15714	1	15745	1
37247 48158	48134	61.793	15637	1	15714	1
37248 48175	48158	30.002	15636	1	15637	1
37249 48190	48175	38.293	-1	-1	15636	1
37250 48059	48127	135.853	-1	-1	-1	-1
37251 48244	48379	396.46	15758	1	-1	-1
37252 48230	48244	65.324	15733	1	15758	1
37253 48234	48230	703.065	-1	-1	15733	1
37254 48121	48366	683.917	15674	1	-1	-1
37255 48108	48121	29.599	-1	-1	15674	1
37256 47946	48108	652.497	15653	1	-1	-1
37257 47945	47946	5.405	15731	1	15653	1
37258 47948	47945	42.762	15755	1	15731	1
37259 47953	47948	18.15	15726	1	15755	1
37260 47958	47953	17.054	15689	1	15726	1
37261 47960	47958	28.658	15680	1	15689	1
37262 47766	47960	1348.535	-1	-1	15680	1
37263 47794	47766	238.414	-1	-1	-1	-1
37264 47781	47794	77.283	15666	1	-1	-1
37265 47951	47781	1006.333	15645	1	15666	1
37266 47971	47951	62.965	15644	1	15645	1
37267 47999	47971	78.192	-1	-1	15644	1
37268 47741	47794	172.286	15667	1	-1	-1
37269 47740	47741	20.869	31223	2	15667	1
37270 47742	47740	175.153	-1	-1	31223	2
37271 47744	47742	43.316	-1	-1	-1	-1
37272 47786	47744	206.21	-1	-1	-1	-1
37273 47801	47786	299.927	-1	-1	-1	-1
37274 47823	47801	110.673	15640	1	-1	-1
37275 47807	47823	643.569	15635	1	15640	1
37276 47779	47807	103.134	30942	2	15635	1
37277 47759	47779	417.05	15701	1	30942	2
37278 47750	47759	84.705	15697	1	15701	1
37279 47730	47750	124.007	3317	1	15697	1
37280 47729	47730	4.933	3086	1	3317	1
37281 47678	47729	143.558	15626	1	3086	1
37282 47675	47678	6.995	15625	1	15626	1
37283 47672	47675	7.847	15696	1	15625	1
37284 47538	47672	656.622	-1	-1	15696	1
37285 47548	47538	88.758	-1	-1	-1	-1
37286 47715	47548	426.503	2834	1	-1	-1
37287 47718	47715	3.673	2476	1	2834	1
37288 47710	47718	140.051	-1	-1	2476	1
37289 47713	47710	10.152	15620	1	-1	-1
37290 47863	47713	854.168	-1	-1	15620	1
37291 47887	47863	91.023	10881	1	-1	-1
37292 47902	47887	50.221	10922	1	10881	1
37293 47961	47902	271.33	-1	-1	10922	1
37294 47833	47961	946.328	-1	-1	-1	-1
37295 48006	47961	101.676	10920	1	-1	-1
37296 48090	48006	283.563	30935	2	10920	1
37297 48057	48090	138.339	10921	1	30935	2
37298 48052	48057	7.372	30934	2	10921	1
37299 48065	48052	175.675	10938	1	30934	2
37300 48084	48065	199.073	-1	-1	10938	1
37301 48113	48084	296.151	-1	-1	-1	-1
37302 48195	48113	154.014	10916	1	-1	-1
37303 48210	48195	20.275	-1	-1	10916	1
37304 48231	48210	62.893	-1	-1	-1	-1
37305 48236	48210	61.609	-1	-1	-1	-1
37306 48096	48113	77.223	-1	-1	-1	-1
37307 48229	48096	267.251	10871	1	-1	-1
37308 48254	48229	219.111	10870	1	10871	1
37309 48275	48254	340.844	-1	-1	10870	1
37310 47938	48096	812.029	-1	-1	-1	-1
37311 47919	47938	119.45	-1	-1	-1	-1
37312 48036	47919	580.994	10864	1	-1	-1
37313 48058	48036	170.974	10857	1	10864	1
37314 48021	48058	208.634	-1	-1	10857	1
37315 47909	47919	32.281	-1	-1	-1	-1
37316 47885	47909	322.4	-1	-1	-1	-1
37317 47906	47885	197.448	10863	1	-1	-1
37318 47915	47906	64.508	-1	-1	10863	1
37319 48017	47915	834.275	-1	-1	-1	-1
37320 48002	48017	97.743	-1	-1	-1	-1
37321 48112	48002	636.936	10894	1	-1	-1
37322 48089	48112	132.243	-1	-1	10894	1
37323 48042	48089	494.748	-1	-1	-1	-1
37324 48086	48042	217.359	29908	2	-1	-1
37325 48174	48086	715.526	22329	1	29908	2
37326 47886	48174	1053.31	-1	-1	22329	1
37327 47871	47886	104.05	-1	-1	-1	-1
37328 47799	47871	486.24	22384	1	-1	-1
37329 47695	47799	378.501	22340	1	22384	1
37330 47692	47695	9.909	22314	1	22340	1
37331 47646	47692	210.25	-1	-1	22314	1
37332 47578	47646	276.591	-1	-1	-1	-1
37333 47605	47578	181.444	-1	-1	-1	-1
37334 47547	47578	451.972	-1	-1	-1	-1
37335 47702	47646	171.178	22349	1	-1	-1
37336 47785	47702	307.571	22307	1	22349	1
37337 47815	47785	89.508	22305	1	22307	1
37338 47862	47815	201.914	22359	1	22305	1
37339 47782	47862	1353.211	-1	-1	22359	1
37340 48007	47871	584.415	-1	-1	-1	-1
37341 48238	48007	529.31	22316	1	-1	-1
37342 48298	48238	172.188	22315	1	22316	1
37343 48483	48298	985.601	-1	-1	22315	1
37344 48511	48483	152.011	22348	1	-1	-1
37345 48836	48511	929.482	790	1	22348	1
37346 48838	48836	4.38	1888	1	790	1
37347 48842	48838	5.428	3400	1	1888	1
37348 48843	48842	1.229	1895	1	3400	1
37349 48847	48843	4.926	-1	-1	1895	1
37350 48356	48483	261.416	-1	-1	-1	-1
37351 48202	48007	842.524	-1	-1	-1	-1
37352 47840	47886	149.142	22323	1	-1	-1
37353 47780	47840	399.502	-1	-1	22323	1
37354 48207	48042	321.6	22333	1	-1	-1
37355 48302	48207	346.248	22332	1	22333	1
37356 48357	48302	147.283	-1	-1	22332	1
37357 48050	48089	91.8	10895	1	-1	-1
37358 47913	48050	316.359	10851	1	10895	1
37359 47868	47913	152.919	-1	-1	10851	1
37360 47878	48002	309.172	10906	1	-1	-1
37361 47867	47878	24.894	-1	-1	10906	1
37362 47841	47867	312.012	-1	-1	-1	-1
37363 47812	47841	455.41	-1	-1	-1	-1
37364 47671	47841	891.089	10901	1	-1	-1
37365 47639	47671	69.972	10949	1	10901	1
37366 47411	47639	1068.393	-1	-1	10949	1
37367 47733	47867	431.204	-1	-1	-1	-1
37368 47582	47733	501.026	10902	1	-1	-1
37369 47566	47582	60.582	10948	1	10902	1
37370 47454	47566	440.281	-1	-1	10948	1
37371 47668	47733	325.05	-1	-1	-1	-1
37372 48054	48017	296.869	-1	-1	-1	-1
37373 47931	47915	82.865	-1	-1	-1	-1
37374 47811	47885	297.274	10862	1	-1	-1
37375 47771	47811	87.805	10931	1	10862	1
37376 47674	47771	287.362	10911	1	10931	1
37377 47610	47674	290.206	10910	1	10911	1
37378 47612	47610	12.746	-1	-1	10910	1
37379 47592	47612	336.073	-1	-1	-1	-1
37380 47551	47612	328.372	-1	-1	-1	-1
37381 47817	47909	311.1	-1	-1	-1	-1
37382 47872	47938	163.452	-1	-1	-1	-1
37383 47842	47872	70.757	-1	-1	-1	-1
37384 47792	47842	158.288	-1	-1	-1	-1
37385 47769	47792	195.031	-1	-1	-1	-1
37386 47669	47792	445.363	-1	-1	-1	-1
37387 47776	47842	312.9	-1	-1	-1	-1
37388 47857	47872	49.796	-1	-1	-1	-1
37389 47820	47857	155.657	-1	-1	-1	-1
37390 47924	47857	471.214	-1	-1	-1	-1
37391 48008	48084	243.503	-1	-1	-1	-1
37392 47830	47863	218.118	-1	-1	-1	-1
37393 47682	47710	115.76	10884	1	-1	-1
37394 47625	47682	638.937	10875	1	10884	1
37395 47599	47625	172.35	-1	-1	10875	1
37396 47631	47599	251.196	-1	-1	-1	-1
37397 47667	47631	304.044	-1	-1	-1	-1
37398 47697	47667	78.168	10914	1	-1	-1
37399 47828	47697	511.426	-1	-1	10914	1
37400 47656	47667	19.614	-1	-1	-1	-1
37401 47641	47656	152.847	10915	1	-1	-1
37402 47337	47641	1233.724	10913	1	10915	1
37403 47269	47337	157.954	-1	-1	10913	1
37404 47656	47631	343.246	-1	-1	-1	-1
37405 47567	47599	118.196	-1	-1	-1	-1
37406 47357	47548	543.123	-1	-1	-1	-1
37407 47376	47357	50.645	-1	-1	-1	-1
37408 47344	47357	140.677	-1	-1	-1	-1
37409 47365	47344	57.23	-1	-1	-1	-1
37410 47341	47344	88.156	-1	-1	-1	-1
37411 47324	47341	292.898	10876	1	-1	-1
37412 47305	47324	93.925	-1	-1	10876	1
37413 47320	47305	115.322	-1	-1	-1	-1
37414 47258	47305	248.148	-1	-1	-1	-1
37415 47236	47258	221.502	59	1	-1	-1
37416 47125	47236	503.372	-1	-1	59	1
37417 47290	47258	77.863	3321	1	-1	-1
37418 47332	47290	169.887	-1	-1	3321	1
37419 47293	47341	241.135	-1	-1	-1	-1
37420 47469	47538	250.754	-1	-1	-1	-1
37421 47460	47469	150.632	15711	1	-1	-1
37422 47498	47460	193.996	-1	-1	15711	1
37423 47369	47469	213.957	15695	1	-1	-1
37424 47348	47369	38.583	15694	1	15695	1
37425 47328	47348	38.279	15698	1	15694	1
37426 47287	47328	72.389	-1	-1	15698	1
37427 47142	47287	541.208	10934	1	-1	-1
37428 47139	47142	10.794	10889	1	10934	1
37429 47138	47139	14.209	10943	1	10889	1
37430 47137	47138	9.568	10935	1	10943	1
37431 47152	47137	76.179	10888	1	10935	1
37432 47115	47152	491.242	10939	1	10888	1
37433 46853	47115	815.775	10882	1	10939	1
37434 46851	46853	4.393	10877	1	10882	1
37435 46844	46851	73.321	10940	1	10877	1
37436 46843	46844	2.833	10874	1	10940	1
37437 46770	46843	307.029	10872	1	10874	1
37438 46709	46770	232.157	10912	1	10872	1
37439 46700	46709	33.074	-1	-1	10912	1
37440 46699	46700	126.837	10937	1	-1	-1
37441 46731	46699	126.983	10933	1	10937	1
37442 46739	46731	10.892	10932	1	10933	1
37443 46774	46739	339.307	10867	1	10932	1
37444 46816	46774	176.538	2027	1	10867	1
37445 46827	46816	58.837	-1	-1	2027	1
37446 46828	46827	664.564	10856	1	-1	-1
37447 46892	46828	248.065	10936	1	10856	1
37448 46890	46892	180.25	-1	-1	10936	1
37449 46751	46890	359.78	-1	-1	-1	-1
37450 47018	46890	198.686	-1	-1	-1	-1
37451 47044	47018	66.766	-1	-1	-1	-1
37452 47087	47018	245.159	-1	-1	-1	-1
37453 46740	46827	254.4	10865	1	-1	-1
37454 46687	46740	216.002	1601	1	10865	1
37455 46686	46687	1.517	1963	1	1601	1
37456 46661	46686	87.673	-1	-1	1963	1
37457 46412	46700	1315.919	-1	-1	-1	-1
37458 47185	47287	273.169	15624	1	-1	-1
37459 47075	47185	422.605	10951	1	15624	1
37460 47094	47075	147.149	10941	1	10951	1
37461 47084	47094	29.863	10942	1	10941	1
37462 46944	47084	264.471	-1	-1	10942	1
37463 47796	47801	91.893	15639	1	-1	-1
37464 47798	47796	29.603	-1	-1	15639	1
37465 47755	47786	354.024	15713	1	-1	-1
37466 47754	47755	145.124	-1	-1	15713	1
37467 47686	47744	400.248	-1	-1	-1	-1
37468 47637	47742	306.193	15665	1	-1	-1
37469 47611	47637	81.732	-1	-1	15665	1
37470 47561	47611	260.26	15642	1	-1	-1
37471 47586	47561	428.194	-1	-1	15642	1
37472 47533	47586	244.034	195	1	-1	-1
37473 47527	47533	6.124	193	1	195	1
37474 47366	47527	471.952	15631	1	193	1
37475 47288	47366	169.811	15656	1	15631	1
37476 47279	47288	22.089	15759	1	15656	1
37477 47266	47279	37.623	-1	-1	15759	1
37478 47268	47266	30.287	15752	1	-1	-1
37479 47274	47268	35.559	15657	1	15752	1
37480 47289	47274	174.995	-1	-1	15657	1
37481 47133	47266	308.567	15630	1	-1	-1
37482 47064	47133	136.35	-1	-1	15630	1
37483 47486	47586	234.188	1270	1	-1	-1
37484 47482	47486	5.726	1266	1	1270	1
37485 47425	47482	138.02	15707	1	1266	1
37486 47413	47425	23.158	15763	1	15707	1
37487 47374	47413	75.717	2558	1	15763	1
37488 47361	47374	46.778	-1	-1	2558	1
37489 47569	47611	105.713	-1	-1	-1	-1
37490 47659	47766	298.389	15677	1	-1	-1
37491 47635	47659	47.307	15724	1	15677	1
37492 47626	47635	13.49	15725	1	15724	1
37493 47615	47626	18.345	-1	-1	15725	1
37494 47604	47615	30.149	15688	1	-1	-1
37495 47496	47604	320.476	-1	-1	15688	1
37496 47389	47496	703.784	15675	1	-1	-1
37497 47394	47389	293.54	-1	-1	15675	1
37498 47450	47496	100.712	-1	-1	-1	-1
37499 47550	47615	177.363	15735	1	-1	-1
37500 47532	47550	20.231	15727	1	15735	1
37501 47508	47532	52.603	15754	1	15727	1
37502 47505	47508	5.725	15723	1	15754	1
37503 47483	47505	63.517	-1	-1	15723	1
37504 48040	48108	230.869	-1	-1	-1	-1
37505 48415	48481	450.66	19213	1	-1	-1
37506 48351	48415	356.527	-1	-1	19213	1
37507 48345	48351	391.741	19241	1	-1	-1
37508 47768	48345	1575.917	19231	1	19241	1
37509 47747	47768	112.6	-1	-1	19231	1
37510 47959	48351	1056.268	-1	-1	-1	-1
37511 47907	47959	141.546	-1	-1	-1	-1
37512 47851	47907	514.25	19287	1	-1	-1
37513 47167	47851	3065.074	-1	-1	19287	1
37514 47180	47167	213.951	-1	-1	-1	-1
37515 47226	47167	865.354	-1	-1	-1	-1
37516 47758	47907	489.551	-1	-1	-1	-1
37517 47722	47758	193.281	19288	1	-1	-1
37518 47590	47722	542.419	-1	-1	19288	1
37519 47585	47758	640.536	-1	-1	-1	-1
37520 47880	47959	355.217	-1	-1	-1	-1
37521 47861	47880	77.407	-1	-1	-1	-1
37522 47790	47861	269.233	-1	-1	-1	-1
37523 47790	47861	344.71	-1	-1	-1	-1
37524 47699	47880	524.952	-1	-1	-1	-1
37525 48588	48626	563.012	19247	1	-1	-1
37526 48617	48588	1151.017	-1	-1	19247	1
37527 49272	49356	211.19	19246	1	-1	-1
37528 49123	49272	452.864	-1	-1	19246	1
37529 49931	49688	822.571	-1	-1	-1	-1
37530 49392	49482	517.664	-1	-1	-1	-1
37531 49563	49983	1569.625	19277	1	-1	-1
37532 49251	49563	1230.336	-1	-1	19277	1
37533 48978	49251	530.298	-1	-1	-1	-1
37534 48927	48978	105.87	-1	-1	-1	-1
37535 48945	48927	247.858	-1	-1	-1	-1
37536 48792	48945	468.715	-1	-1	-1	-1
37537 48542	48792	834.727	-1	-1	-1	-1
37538 48528	48542	51.288	19253	1	-1	-1
37539 48418	48528	326.545	-1	-1	19253	1
37540 48332	48418	476.485	-1	-1	-1	-1
37541 48335	48332	381.636	19281	1	-1	-1
37542 48292	48335	381.75	19225	1	19281	1
37543 48107	48292	411.278	-1	-1	19225	1
37544 48078	48107	454.805	-1	-1	-1	-1
37545 48075	48107	85.987	19292	1	-1	-1
37546 48051	48075	69.989	-1	-1	19292	1
37547 48226	48332	266.421	19229	1	-1	-1
37548 47977	48226	791.256	-1	-1	19229	1
37549 47986	47977	248.94	19282	1	-1	-1
37550 47904	47986	303.215	19228	1	19282	1
37551 47865	47904	421.048	-1	-1	19228	1
37552 47687	47977	1007.909	-1	-1	-1	-1
37553 47664	47687	88.72	19274	1	-1	-1
37554 47257	47664	1368.064	19291	1	19274	1
37555 47246	47257	19.446	-1	-1	19291	1
37556 47177	47246	174.512	-1	-1	-1	-1
37557 47091	47177	492.125	19215	1	-1	-1
37558 46954	47091	333.442	-1	-1	19215	1
37559 47086	46954	241.091	19283	1	-1	-1
37560 47131	47086	190.106	19289	1	19283	1
37561 47126	47131	211.937	-1	-1	19289	1
37562 47189	47126	216.37	-1	-1	-1	-1
37563 47235	47189	247.82	-1	-1	-1	-1
37564 47299	47189	324.772	19239	1	-1	-1
37565 47307	47299	16.191	-1	-1	19239	1
37566 47099	47126	101.235	-1	-1	-1	-1
37567 47192	47099	799.455	19212	1	-1	-1
37568 47195	47192	46.83	-1	-1	19212	1
37569 46914	47099	532.786	-1	-1	-1	-1
37570 46710	46954	1003.228	-1	-1	-1	-1
37571 46717	46710	503.941	-1	-1	-1	-1
37572 46867	46717	1150.652	15722	1	-1	-1
37573 47145	46867	867.699	-1	-1	15722	1
37574 46882	47145	1880.203	2426	1	-1	-1
37575 46879	46882	8.674	3030	1	2426	1
37576 46876	46879	23.798	-1	-1	3030	1
37577 46848	46876	122.955	-1	-1	-1	-1
37578 46861	46848	92.784	-1	-1	-1	-1
37579 46901	46861	83.453	-1	-1	-1	-1
37580 46821	46861	200.641	15690	1	-1	-1
37581 46802	46821	68.766	-1	-1	15690	1
37582 46800	46802	3.16	-1	-1	-1	-1
37583 46953	46800	375.932	15649	1	-1	-1
37584 47111	46953	262.722	2181	1	15649	1
37585 47151	47111	120.773	15728	1	2181	1
37586 47080	47151	251.438	-1	-1	15728	1
37587 46813	46800	703.97	-1	-1	-1	-1
37588 46815	46813	3.873	15672	1	-1	-1
37589 46858	46815	296.898	-1	-1	15672	1
37590 46866	46858	34.666	15764	1	-1	-1
37591 46881	46866	49.129	15729	1	15764	1
37592 46888	46881	57.123	15756	1	15729	1
37593 46894	46888	14.462	15668	1	15756	1
37594 46912	46894	45.132	2077	1	15668	1
37595 46938	46912	52.841	3435	1	2077	1
37596 46934	46938	73.462	15679	1	3435	1
37597 47010	46934	228.111	2861	1	15679	1
37598 47008	47010	6.744	2495	1	2861	1
37599 47047	47008	226.008	-1	-1	2495	1
37600 47063	47047	26.262	2884	1	-1	-1
37601 47068	47063	12.349	-1	-1	2884	1
37602 46984	47047	425.246	15712	1	-1	-1
37603 46932	46984	90.016	30943	2	15712	1
37604 46904	46932	98.518	-1	-1	30943	2
37605 46704	46858	375.264	-1	-1	-1	-1
37606 46714	46704	45.754	15765	1	-1	-1
37607 46725	46714	44.006	15730	1	15765	1
37608 46734	46725	26.478	-1	-1	15730	1
37609 46722	46734	591.356	-1	-1	-1	-1
37610 46642	46734	864.445	15673	1	-1	-1
37611 46558	46642	380.121	-1	-1	15673	1
37612 46508	46704	600.308	-1	-1	-1	-1
37613 46798	46813	35.842	15750	1	-1	-1
37614 46473	46798	1012.396	-1	-1	15750	1
37615 46354	46473	562.07	15705	1	-1	-1
37616 46353	46354	6.619	15760	1	15705	1
37617 46352	46353	4.18	15704	1	15760	1
37618 46348	46352	49.355	15634	1	15704	1
37619 46345	46348	8.95	15632	1	15634	1
37620 46311	46345	212.607	-1	-1	15632	1
37621 46392	46311	418.899	10892	1	-1	-1
37622 46402	46392	25.502	10924	1	10892	1
37623 46437	46402	125.724	10900	1	10924	1
37624 46471	46437	169.709	10947	1	10900	1
37625 46579	46471	880.937	-1	-1	10947	1
37626 46299	46311	34.425	15633	1	-1	-1
37627 46298	46299	9.283	15700	1	15633	1
37628 46199	46298	216.582	15703	1	15700	1
37629 46174	46199	76.441	10944	1	15703	1
37630 46171	46174	14.011	10896	1	10944	1
37631 46139	46171	155.088	10897	1	10896	1
37632 46138	46139	10.052	10891	1	10897	1
37633 46095	46138	227.459	-1	-1	10891	1
37634 46239	46473	621.337	15669	1	-1	-1
37635 46232	46239	50.494	-1	-1	15669	1
37636 46575	46802	679.618	-1	-1	-1	-1
37637 46417	46575	594.862	-1	-1	-1	-1
37638 46372	46417	399.838	-1	-1	-1	-1
37639 46246	46417	500.736	-1	-1	-1	-1
37640 46405	46575	328.991	-1	-1	-1	-1
37641 46777	46848	136.153	-1	-1	-1	-1
37642 46672	46876	407.998	15716	1	-1	-1
37643 46645	46672	181.572	15685	1	15716	1
37644 46626	46645	55.326	15687	1	15685	1
37645 46462	46626	533.085	-1	-1	15687	1
37646 46494	46462	133.27	15650	1	-1	-1
37647 46450	46494	149.705	-1	-1	15650	1
37648 46221	46462	573.838	-1	-1	-1	-1
37649 47207	47145	452.002	-1	-1	-1	-1
37650 46685	46717	105.507	19251	1	-1	-1
37651 46512	46685	1303.214	-1	-1	19251	1
37652 46623	46512	678.255	-1	-1	-1	-1
37653 46359	46512	349.911	1825	1	-1	-1
37654 46358	46359	1.166	2675	1	1825	1
37655 46261	46358	264.389	-1	-1	2675	1
37656 46253	46261	110.868	15720	1	-1	-1
37657 46247	46253	25.054	31852	2	15720	1
37658 46229	46247	70.587	-1	-1	31852	2
37659 46009	46229	1248.956	-1	-1	-1	-1
37660 46008	46009	132.768	15719	1	-1	-1
37661 46005	46008	18.233	-1	-1	15719	1
37662 45995	46005	481.909	-1	-1	-1	-1
37663 45955	45995	396.932	-1	-1	-1	-1
37664 45939	45955	108.212	-1	-1	-1	-1
37665 46020	45939	397.233	15647	1	-1	-1
37666 46054	46020	350.639	-1	-1	15647	1
37667 45935	45939	8.475	-1	-1	-1	-1
37668 45905	45935	472.325	-1	-1	-1	-1
37669 45912	45905	100.08	15646	1	-1	-1
37670 45887	45912	82.579	-1	-1	15646	1
37671 45699	45887	932.655	15643	1	-1	-1
37672 45673	45699	51.501	15706	1	15643	1
37673 45648	45673	74.144	15761	1	15706	1
37674 45359	45648	1213.372	10893	1	15761	1
37675 45251	45359	584.198	-1	-1	10893	1
37676 45160	45251	668.862	-1	-1	-1	-1
37677 45259	45160	324.452	10945	1	-1	-1
37678 45278	45259	103.982	10898	1	10945	1
37679 45425	45278	683.304	-1	-1	10898	1
37680 45120	45160	201.284	10946	1	-1	-1
37681 45123	45120	116.315	10899	1	10946	1
37682 45182	45123	324.074	10890	1	10899	1
37683 45211	45182	260.054	-1	-1	10890	1
37684 45325	45211	276.648	10917	1	-1	-1
37685 45332	45325	7.678	31926	2	10917	1
37686 45400	45332	166.504	-1	-1	31926	2
37687 45594	45400	685.81	-1	-1	-1	-1
37688 45609	45594	59.125	-1	-1	-1	-1
37689 45612	45609	56.201	-1	-1	-1	-1
37690 45746	45612	752.71	10880	1	-1	-1
37691 45688	45746	292.741	-1	-1	10880	1
37692 45345	45612	767.7	-1	-1	-1	-1
37693 45378	45345	222.78	10879	1	-1	-1
37694 45529	45378	721.838	-1	-1	10879	1
37695 45296	45345	125.932	10878	1	-1	-1
37696 45238	45296	825.869	-1	-1	10878	1
37697 45740	45609	272.774	10903	1	-1	-1
37698 45970	45740	499.259	10873	1	10903	1
37699 46050	45970	155.753	30658	2	10873	1
37700 46100	46050	282.219	-1	-1	30658	2
37701 46189	46100	473.995	-1	-1	-1	-1
37702 46030	46100	708.758	10868	1	-1	-1
37703 46028	46030	5.434	30701	2	10868	1
37704 46014	46028	250.852	-1	-1	30701	2
37705 46076	46014	375.078	-1	-1	-1	-1
37706 46051	46076	199.061	10907	1	-1	-1
37707 46067	46051	413.349	-1	-1	10907	1
37708 46003	46076	207.957	10908	1	-1	-1
37709 45846	46003	696.184	-1	-1	10908	1
37710 46116	45846	885.084	10852	1	-1	-1
37711 46150	46116	72.121	10930	1	10852	1
37712 46180	46150	65.475	-1	-1	10930	1
37713 45567	45846	630.243	10855	1	-1	-1
37714 45564	45567	11.196	30933	2	10855	1
37715 45420	45564	401.583	-1	-1	30933	2
37716 45142	45420	939.781	-1	-1	-1	-1
37717 45135	45142	61.712	10919	1	-1	-1
37718 45131	45135	5.365	10950	1	10919	1
37719 45109	45131	108.432	10904	1	10950	1
37720 45206	45109	374.948	10928	1	10904	1
37721 45349	45206	674.166	-1	-1	10928	1
37722 45106	45142	106.494	10929	1	-1	-1
37723 44980	45106	520.305	-1	-1	10929	1
37724 45260	45420	623.076	30373	2	-1	-1
37725 45094	45260	520.96	-1	-1	30373	2
37726 45886	46014	396.934	10909	1	-1	-1
37727 45878	45886	14.997	30840	2	10909	1
37728 45615	45878	728.344	10866	1	30840	2
37729 45544	45615	360.544	-1	-1	10866	1
37730 45665	45594	428.267	10885	1	-1	-1
37731 45843	45665	382.696	-1	-1	10885	1
37732 46063	45843	585.183	10886	1	-1	-1
37733 46203	46063	513.449	-1	-1	10886	1
37734 45958	45843	558.759	-1	-1	-1	-1
37735 45556	45400	413.304	10887	1	-1	-1
37736 45623	45556	150.019	-1	-1	10887	1
37737 45178	45211	652.427	10883	1	-1	-1
37738 45170	45178	99.41	-1	-1	10883	1
37739 45191	45170	54.442	-1	-1	-1	-1
37740 45107	45170	145.739	-1	-1	-1	-1
37741 44964	45251	1032.894	31611	2	-1	-1
37742 44561	44964	1371.917	20613	1	31611	2
37743 44541	44561	79.368	-1	-1	20613	1
37744 44434	44541	1257.522	20622	1	-1	-1
37745 44431	44434	45.182	20588	1	20622	1
37746 44436	44431	53.183	-1	-1	20588	1
37747 44473	44436	89.057	-1	-1	-1	-1
37748 44472	44473	165.258	20602	1	-1	-1
37749 44412	44472	1686.777	29318	1	20602	1
37750 44425	44412	366.453	29317	1	29318	1
37751 44502	44425	583.203	-1	-1	29317	1
37752 44598	44502	652.882	29313	1	-1	-1
37753 44600	44598	43.462	30659	2	29313	1
37754 44616	44600	478.127	-1	-1	30659	2
37755 44694	44616	1095.696	-1	-1	-1	-1
37756 44279	44616	806.209	-1	-1	-1	-1
37757 44077	44279	460.911	29311	1	-1	-1
37758 43912	44077	560.026	29914	2	29311	1
37759 43870	43912	79.967	-1	-1	29914	2
37760 43798	43870	404.752	29359	1	-1	-1
37761 43744	43798	375.179	29304	1	29359	1
37762 43721	43744	252.217	-1	-1	29304	1
37763 43564	43870	589.811	29307	1	-1	-1
37764 43552	43564	29.988	-1	-1	29307	1
37765 43487	43552	132.553	-1	-1	-1	-1
37766 43321	43487	489.363	-1	-1	-1	-1
37767 43287	43321	522.682	-1	-1	-1	-1
37768 43240	43321	227.403	29306	1	-1	-1
37769 43130	43240	292.593	-1	-1	29306	1
37770 43373	43487	528.59	-1	-1	-1	-1
37771 43543	43552	61.581	29309	1	-1	-1
37772 43496	43543	630.953	-1	-1	29309	1
37773 44041	44279	699.825	29314	1	-1	-1
37774 44028	44041	28.41	-1	-1	29314	1
37775 43936	44028	222.544	-1	-1	-1	-1
37776 43933	44028	684.143	29316	1	-1	-1
37777 43923	43933	331.33	-1	-1	29316	1
37778 44294	44502	703.865	-1	-1	-1	-1
37779 44667	44473	488.761	-1	-1	-1	-1
37780 44299	44436	448.969	29365	1	-1	-1
37781 44164	44299	325.083	29366	1	29365	1
37782 43981	44164	561.104	29355	1	29366	1
37783 43819	43981	871.663	-1	-1	29355	1
37784 43829	43819	668.39	-1	-1	-1	-1
37785 43675	43819	983.142	-1	-1	-1	-1
37786 44474	44541	189.873	20614	1	-1	-1
37787 44466	44474	46.063	29832	2	20614	1
37788 44270	44466	1300.197	-1	-1	29832	2
37789 44287	44270	499.543	20617	1	-1	-1
37790 44289	44287	6.37	-1	-1	20617	1
37791 44272	44289	534.045	-1	-1	-1	-1
37792 44207	44289	257.938	20594	1	-1	-1
37793 44175	44207	47.785	30844	2	20594	1
37794 43636	44175	1523.345	20592	1	30844	2
37795 43624	43636	22.207	30846	2	20592	1
37796 43360	43624	1146.77	20615	1	30846	2
37797 43274	43360	327.618	20589	1	20615	1
37798 43118	43274	369.408	-1	-1	20589	1
37799 44145	44270	257.995	20606	1	-1	-1
37800 43887	44145	738.84	20591	1	20606	1
37801 43810	43887	174.789	20604	1	20591	1
37802 43794	43810	220.919	-1	-1	20604	1
37803 43883	43794	156.559	20605	1	-1	-1
37804 43930	43883	123.852	20618	1	20605	1
37805 43931	43930	9.495	20619	1	20618	1
37806 43928	43931	95.066	20603	1	20619	1
37807 43748	43928	802.793	20611	1	20603	1
37808 43763	43748	291.454	-1	-1	20611	1
37809 43797	43763	188.119	20610	1	-1	-1
37810 43814	43797	190.07	20612	1	20610	1
37811 43847	43814	343.865	20621	1	20612	1
37812 43843	43847	50.076	29347	1	20621	1
37813 43780	43843	379.882	29354	1	29347	1
37814 43686	43780	287.904	-1	-1	29354	1
37815 43648	43686	157.064	-1	-1	-1	-1
37816 43589	43686	135.348	-1	-1	-1	-1
37817 43375	43763	1468.618	29329	1	-1	-1
37818 43374	43375	73.058	29381	1	29329	1
37819 43372	43374	100.898	29346	1	29381	1
37820 43370	43372	20.199	29375	1	29346	1
37821 43368	43370	33.254	29376	1	29375	1
37822 43138	43368	1124.82	-1	-1	29376	1
37823 43050	43138	208.359	-1	-1	-1	-1
37824 43107	43138	145.63	-1	-1	-1	-1
