21797 8433	8541	468.712	-1	-1	-1	-1
21799 8520	8541	118.061	-1	-1	-1	-1
18864 8529	8543	79.212	29777	2	813	1
20025 8568	8542	907.141	23033	1	27365	1
5394 16863	16887	273.572	-1	-1	-1	-1
6879 16774	16887	729.437	-1	-1	-1	-1
5856 22780	22679	386.095	29971	2	31846	2
8746 22731	22671	394.065	18644	1	-1	-1
8748 22657	22671	252.646	18645	1	-1	-1
16589 8219	8291	452.309	-1	-1	-1	-1
16620 8076	8291	1674.427	-1	-1	-1	-1
13929 26645	26568	448.225	-1	-1	4353	1
19320 8161	8290	841.813	-1	-1	-1	-1
19321 8182	8290	610.797	-1	-1	-1	-1
16838 8289	8293	44.149	-1	-1	8623	1
19214 8268	8292	165.936	28437	1	28448	1
18924 8210	8295	407.912	27367	1	-1	-1
18929 8303	8295	203.918	2776	1	-1	-1
20014 8344	8296	416.99	27420	1	-1	-1
20027 8282	8296	99.115	3245	1	-1	-1
21434 3744	3748	22.841	5323	1	-1	-1
21437 3620	3748	1534.977	-1	-1	-1	-1
21435 3698	3744	447.445	5364	1	5323	1
8210 21953	21934	54.774	-1	-1	18724	1
8130 20083	19972	814.42	-1	-1	17900	1
7946 20085	19971	1056.905	-1	-1	26903	1
7371 16652	16709	269.656	18101	1	18069	1
13074 17000	16708	1898.422	-1	-1	26278	1
10247 15725	15708	151.982	19890	1	19839	1
7518 15705	15709	213.493	-1	-1	-1	-1
7527 15857	15709	853.772	-1	-1	-1	-1
12481 15721	15700	248.279	-1	-1	-1	-1
12482 15687	15700	276.206	-1	-1	-1	-1
7684 15698	15702	27.598	-1	-1	20121	1
7512 15744	15704	206.917	-1	-1	-1	-1
7513 15688	15704	42.466	-1	-1	-1	-1
7519 15824	15705	746.856	-1	-1	-1	-1
7522 15774	15705	1799.53	22870	1	-1	-1
6961 15703	15706	60.49	-1	-1	5482	1
20426 6824	6816	157.601	-1	-1	-1	-1
20483 6792	6816	212.319	-1	-1	-1	-1
23048 9703	9757	490.655	-1	-1	-1	-1
9933 16684	16705	69.356	-1	-1	17259	1
11446 9720	9755	285.954	-1	-1	8808	1
19835 9748	9754	81.661	-1	-1	360	1
19890 9750	9753	6.631	13645	1	31683	2
9951 16668	16704	113.35	283	1	-1	-1
9966 16717	16704	433.064	-1	-1	-1	-1
7785 16778	16707	855.168	30108	2	19873	1
11604 9716	9759	280.183	18877	1	18847	1
11522 9742	9758	1267.119	-1	-1	28282	1
8984 24187	24146	138.12	23365	1	23364	1
5869 24166	24144	100.408	13897	1	-1	-1
5871 24278	24144	467.151	13939	1	-1	-1
8911 24110	24145	121.591	23481	1	23386	1
8888 24121	24143	157.791	23419	1	23418	1
8942 24130	24141	100.169	23453	1	-1	-1
8944 24262	24141	607.724	23503	1	-1	-1
9167 24150	24148	17.473	-1	-1	23516	1
14661 23163	23266	368.739	-1	-1	24824	1
8562 23285	23267	1418.491	-1	-1	-1	-1
8731 23187	23267	260.355	31341	2	-1	-1
14554 23123	23265	739.337	24841	1	24826	1
9373 23000	23262	1564.431	-1	-1	-1	-1
9374 23235	23262	400.907	-1	-1	-1	-1
13749 23269	23260	26.677	2961	1	30410	2
8677 23302	23261	326.136	19450	1	19435	1
14552 23306	23268	1018.348	24838	1	24856	1
13750 23271	23269	9.394	3124	1	2961	1
23092 9320	9256	781.081	3851	1	-1	-1
23097 9272	9256	620.904	-1	-1	-1	-1
23145 9084	9255	1292.405	3832	1	-1	-1
23155 9157	9255	1371.842	-1	-1	-1	-1
20004 9285	9252	1078.274	27492	1	27374	1
22761 10652	10706	283.586	3837	1	-1	-1
22773 10633	10706	593.423	3793	1	-1	-1
23106 9254	9250	213.055	-1	-1	3791	1
16978 6690	6779	1365.845	-1	-1	7698	1
20462 6795	6775	145.059	-1	-1	-1	-1
20463 6784	6775	2289.395	4590	1	-1	-1
21775 6799	6776	578.762	-1	-1	-1	-1
21776 6763	6776	179.433	-1	-1	-1	-1
20416 6751	6777	955.54	-1	-1	8845	1
20201 6748	6770	449.285	17543	1	17537	1
20355 6739	6771	327.314	-1	-1	-1	-1
20356 6713	6771	779.228	-1	-1	-1	-1
16957 6840	6772	775.037	-1	-1	7696	1
20428 6750	6773	419.944	-1	-1	-1	-1
20449 6790	6773	184.159	4533	1	-1	-1
8612 23746	23756	236.218	19462	1	19463	1
9248 24401	24376	90.503	23463	1	23535	1
17221 4984	5059	926.166	10811	1	-1	-1
17223 4914	5059	1067.9	10812	1	-1	-1
20650 5123	5056	1322.038	-1	-1	-1	-1
20654 4976	5056	846.842	-1	-1	-1	-1
22139 5044	5057	345.216	-1	-1	6112	1
17484 5006	5050	493.714	-1	-1	22107	1
21140 4968	5052	604.785	-1	-1	16797	1
21577 5036	5053	116.625	8237	1	8216	1
7043 18856	18892	927.052	-1	-1	20299	1
15114 18912	18897	334.852	-1	-1	-1	-1
15115 18877	18897	88.151	-1	-1	-1	-1
5630 18883	18894	149.834	12733	1	12734	1
7157 18900	18899	17.14	30672	2	20336	1
15515 19000	18898	460.832	30423	2	4733	1
7198 19142	19090	266.357	-1	-1	5290	1
6748 19330	19091	1664.118	-1	-1	12676	1
5584 18951	18769	1846.711	-1	-1	1139	1
15243 18775	18761	170.6	-1	-1	21630	1
7190 18940	18760	870.017	-1	-1	20302	1
5587 18811	18763	510.101	-1	-1	12642	1
6755 18910	18762	680.311	-1	-1	12656	1
5582 18766	18765	5.175	12643	1	12661	1
9617 18685	18767	435.661	26197	1	26238	1
5583 18769	18766	31.789	1139	1	12643	1
4527 7956	8035	848.196	-1	-1	-1	-1
4582 7981	8035	466.849	27510	1	-1	-1
17866 8007	8034	682.563	-1	-1	4580	1
16706 8025	8037	190.221	-1	-1	-1	-1
16762 8031	8037	79.946	-1	-1	-1	-1
16764 7779	8031	1490.839	-1	-1	-1	-1
17865 8034	8030	123.083	4580	1	-1	-1
17867 8022	8030	116.015	-1	-1	-1	-1
18768 8036	8033	960.926	-1	-1	27706	1
18732 7983	8032	588.747	27712	1	27716	1
22536 8150	8039	1002.069	-1	-1	29957	2
22535 8039	8038	31.791	29957	2	23289	1
10604 12577	12588	294.734	-1	-1	11817	1
18479 12686	12583	858.229	4026	1	-1	-1
18492 12545	12583	424.782	-1	-1	-1	-1
11682 12786	12580	2190.567	24355	1	17452	1
